,Latitude,Longitude,Arithmetic Mean Ozone,1st Max Value Ozone,AQI Ozone,Arithmetic Mean CO,1st Max Value CO,AQI CO,Arithmetic Mean NO2,1st Max Value NO2,AQI NO2,Arithmetic Mean SO2,1st Max Value SO2,AQI SO2,clusters,cluster
44450,33.99958,-117.41601,0.030235,0.036,33.0,0.216667,0.3,3.0,6.445455,14.1,13.0,0.470833,0.5,0.0,3,dark purple
44452,33.99958,-117.41601,0.030235,0.036,33.0,0.216667,0.3,3.0,6.045455,13.0,12.0,0.470833,0.5,0.0,3,dark purple
44458,33.99958,-117.41601,0.027824,0.036,33.0,0.241667,0.3,3.0,13.35,32.0,30.0,0.545833,0.7,0.0,1,dark pink
44460,33.99958,-117.41601,0.027824,0.036,33.0,0.241667,0.3,3.0,13.0,31.1,29.0,0.545833,0.7,0.0,1,dark pink
44466,33.99958,-117.41601,0.027824,0.036,33.0,0.2375,0.3,3.0,13.35,32.0,30.0,0.545833,0.7,0.0,1,dark pink
44468,33.99958,-117.41601,0.027824,0.036,33.0,0.2375,0.3,3.0,13.0,31.1,29.0,0.545833,0.7,0.0,1,dark pink
44474,33.99958,-117.41601,0.006889,0.016,15.0,0.242857,0.5,6.0,15.935294,37.4,35.0,0.525,0.8,0.0,1,dark pink
44476,33.99958,-117.41601,0.006889,0.016,15.0,0.242857,0.5,6.0,15.564706,36.2,34.0,0.525,0.8,0.0,1,dark pink
44482,33.99958,-117.41601,0.006889,0.016,15.0,0.208333,0.4,5.0,15.935294,37.4,35.0,0.525,0.8,0.0,1,dark pink
44484,33.99958,-117.41601,0.006889,0.016,15.0,0.208333,0.4,5.0,15.564706,36.2,34.0,0.525,0.8,0.0,1,dark pink
44490,33.99958,-117.41601,0.017706,0.036,33.0,0.441667,0.6,7.0,27.208333,44.7,42.0,0.8375,1.4,1.0,1,dark pink
44492,33.99958,-117.41601,0.017706,0.036,33.0,0.441667,0.6,7.0,26.591667,43.3,41.0,0.8375,1.4,1.0,1,dark pink
44498,33.99958,-117.41601,0.017706,0.036,33.0,0.4375,0.6,7.0,27.208333,44.7,42.0,0.8375,1.4,1.0,1,dark pink
44500,33.99958,-117.41601,0.017706,0.036,33.0,0.4375,0.6,7.0,26.591667,43.3,41.0,0.8375,1.4,1.0,1,dark pink
44506,33.99958,-117.41601,0.023647,0.04,37.0,0.558333,0.9,10.0,23.45,42.0,40.0,0.833333,1.2,1.0,1,dark pink
44508,33.99958,-117.41601,0.023647,0.04,37.0,0.558333,0.9,10.0,22.8125,40.7,38.0,0.833333,1.2,1.0,1,dark pink
44514,33.99958,-117.41601,0.023647,0.04,37.0,0.533333,0.9,10.0,23.45,42.0,40.0,0.833333,1.2,1.0,1,dark pink
44516,33.99958,-117.41601,0.023647,0.04,37.0,0.533333,0.9,10.0,22.8125,40.7,38.0,0.833333,1.2,1.0,1,dark pink
44522,33.99958,-117.41601,0.037824,0.046,43.0,0.558333,0.9,10.0,17.366667,34.6,32.0,0.675,1.0,1.0,1,dark pink
44524,33.99958,-117.41601,0.037824,0.046,43.0,0.558333,0.9,10.0,16.3875,33.5,31.0,0.675,1.0,1.0,1,dark pink
44530,33.99958,-117.41601,0.037824,0.046,43.0,0.533333,0.8,9.0,17.366667,34.6,32.0,0.675,1.0,1.0,1,dark pink
44532,33.99958,-117.41601,0.037824,0.046,43.0,0.533333,0.8,9.0,16.3875,33.5,31.0,0.675,1.0,1.0,1,dark pink
44538,33.99958,-117.41601,0.034588,0.039,36.0,0.195833,0.3,3.0,4.045833,6.7,6.0,0.491667,0.6,0.0,3,dark purple
44540,33.99958,-117.41601,0.034588,0.039,36.0,0.195833,0.3,3.0,3.7875,6.5,6.0,0.491667,0.6,0.0,3,dark purple
44546,33.99958,-117.41601,0.034588,0.039,36.0,0.2125,0.3,3.0,4.045833,6.7,6.0,0.491667,0.6,0.0,3,dark purple
44548,33.99958,-117.41601,0.034588,0.039,36.0,0.2125,0.3,3.0,3.7875,6.5,6.0,0.491667,0.6,0.0,3,dark purple
44554,33.99958,-117.41601,0.032235,0.038,35.0,0.2,0.2,2.0,4.541667,12.0,11.0,0.479167,0.5,0.0,3,dark purple
44556,33.99958,-117.41601,0.032235,0.038,35.0,0.2,0.2,2.0,4.55,12.0,11.0,0.479167,0.5,0.0,3,dark purple
44566,33.99958,-117.41601,0.023353,0.032,30.0,0.208333,0.3,3.0,10.720833,26.7,25.0,0.470833,0.6,0.0,3,dark purple
44568,33.99958,-117.41601,0.023353,0.032,30.0,0.208333,0.3,3.0,10.65,25.8,24.0,0.470833,0.6,0.0,3,dark purple
44578,33.99958,-117.41601,0.024059,0.038,35.0,0.245833,0.3,3.0,13.241667,32.9,30.0,0.533333,0.7,0.0,1,dark pink
44580,33.99958,-117.41601,0.024059,0.038,35.0,0.245833,0.3,3.0,13.1375,31.4,29.0,0.533333,0.7,0.0,1,dark pink
44586,33.99958,-117.41601,0.024059,0.038,35.0,0.2375,0.3,3.0,13.241667,32.9,30.0,0.533333,0.7,0.0,1,dark pink
44588,33.99958,-117.41601,0.024059,0.038,35.0,0.2375,0.3,3.0,13.1375,31.4,29.0,0.533333,0.7,0.0,1,dark pink
44594,33.99958,-117.41601,0.022353,0.037,34.0,0.4,0.6,7.0,22.133333,37.2,35.0,0.708333,1.2,1.0,1,dark pink
44596,33.99958,-117.41601,0.022353,0.037,34.0,0.4,0.6,7.0,21.529167,35.8,33.0,0.708333,1.2,1.0,1,dark pink
44602,33.99958,-117.41601,0.022353,0.037,34.0,0.379167,0.6,7.0,22.133333,37.2,35.0,0.708333,1.2,1.0,1,dark pink
44604,33.99958,-117.41601,0.022353,0.037,34.0,0.379167,0.6,7.0,21.529167,35.8,33.0,0.708333,1.2,1.0,1,dark pink
44610,33.99958,-117.41601,0.027882,0.041,38.0,0.325,0.6,7.0,15.3625,37.8,35.0,0.575,0.9,0.0,1,dark pink
44612,33.99958,-117.41601,0.027882,0.041,38.0,0.325,0.6,7.0,15.0,36.2,34.0,0.575,0.9,0.0,1,dark pink
44622,33.99958,-117.41601,0.031353,0.041,38.0,0.275,0.4,5.0,12.6,30.6,28.0,0.575,0.7,0.0,1,dark pink
44624,33.99958,-117.41601,0.031353,0.041,38.0,0.275,0.4,5.0,12.75,30.5,28.0,0.575,0.7,0.0,1,dark pink
44630,33.99958,-117.41601,0.031353,0.041,38.0,0.266667,0.4,5.0,12.6,30.6,28.0,0.575,0.7,0.0,1,dark pink
44632,33.99958,-117.41601,0.031353,0.041,38.0,0.266667,0.4,5.0,12.75,30.5,28.0,0.575,0.7,0.0,1,dark pink
44638,33.99958,-117.41601,0.033294,0.04,37.0,0.208333,0.3,3.0,13.554167,36.2,34.0,0.566667,0.8,0.0,1,dark pink
44640,33.99958,-117.41601,0.033294,0.04,37.0,0.208333,0.3,3.0,13.733333,36.1,34.0,0.566667,0.8,0.0,1,dark pink
44646,33.99958,-117.41601,0.033294,0.04,37.0,0.220833,0.3,3.0,13.554167,36.2,34.0,0.566667,0.8,0.0,1,dark pink
44648,33.99958,-117.41601,0.033294,0.04,37.0,0.220833,0.3,3.0,13.733333,36.1,34.0,0.566667,0.8,0.0,1,dark pink
44654,33.99958,-117.41601,0.023706,0.042,39.0,0.241667,0.5,6.0,18.75,48.4,45.0,0.6875,1.0,1.0,1,dark pink
44656,33.99958,-117.41601,0.023706,0.042,39.0,0.241667,0.5,6.0,18.45,46.4,43.0,0.6875,1.0,1.0,1,dark pink
44666,33.99958,-117.41601,0.025,0.049,45.0,0.566667,0.8,9.0,30.591667,47.0,44.0,0.941667,1.8,1.0,1,dark pink
44668,33.99958,-117.41601,0.025,0.049,45.0,0.566667,0.8,9.0,29.925,45.1,42.0,0.941667,1.8,1.0,1,dark pink
44674,33.99958,-117.41601,0.025,0.049,45.0,0.554167,0.8,9.0,30.591667,47.0,44.0,0.941667,1.8,1.0,1,dark pink
44676,33.99958,-117.41601,0.025,0.049,45.0,0.554167,0.8,9.0,29.925,45.1,42.0,0.941667,1.8,1.0,1,dark pink
44682,33.99958,-117.41601,0.036412,0.048,44.0,0.5125,0.8,9.0,22.8625,46.8,43.0,0.775,1.7,1.0,1,dark pink
44684,33.99958,-117.41601,0.036412,0.048,44.0,0.5125,0.8,9.0,21.875,46.0,43.0,0.775,1.7,1.0,1,dark pink
44690,33.99958,-117.41601,0.036412,0.048,44.0,0.525,0.8,9.0,22.8625,46.8,43.0,0.775,1.7,1.0,1,dark pink
44692,33.99958,-117.41601,0.036412,0.048,44.0,0.525,0.8,9.0,21.875,46.0,43.0,0.775,1.7,1.0,1,dark pink
44698,33.99958,-117.41601,0.031706,0.037,34.0,0.195833,0.2,2.0,5.620833,20.1,19.0,0.483333,0.5,0.0,3,dark purple
44700,33.99958,-117.41601,0.031706,0.037,34.0,0.195833,0.2,2.0,5.520833,18.9,17.0,0.483333,0.5,0.0,3,dark purple
44710,33.99958,-117.41601,0.028235,0.04,37.0,0.2,0.2,2.0,4.058333,9.9,8.0,0.495833,0.5,0.0,3,dark purple
44712,33.99958,-117.41601,0.028235,0.04,37.0,0.2,0.2,2.0,4.1375,9.9,8.0,0.495833,0.5,0.0,3,dark purple
44722,33.99958,-117.41601,0.025941,0.04,37.0,0.291667,0.4,5.0,10.279167,21.8,20.0,0.529167,0.6,0.0,3,dark purple
44724,33.99958,-117.41601,0.025941,0.04,37.0,0.291667,0.4,5.0,10.120833,21.8,20.0,0.529167,0.6,0.0,3,dark purple
44730,33.99958,-117.41601,0.025941,0.04,37.0,0.275,0.4,5.0,10.279167,21.8,20.0,0.529167,0.6,0.0,3,dark purple
44732,33.99958,-117.41601,0.025941,0.04,37.0,0.275,0.4,5.0,10.120833,21.8,20.0,0.529167,0.6,0.0,3,dark purple
44738,33.99958,-117.41601,0.034,0.042,39.0,0.320833,0.6,7.0,11.904167,27.9,25.0,0.5625,0.9,0.0,1,dark pink
44740,33.99958,-117.41601,0.034,0.042,39.0,0.320833,0.6,7.0,11.791667,27.1,25.0,0.5625,0.9,0.0,1,dark pink
44746,33.99958,-117.41601,0.034,0.042,39.0,0.325,0.6,7.0,11.904167,27.9,25.0,0.5625,0.9,0.0,1,dark pink
44748,33.99958,-117.41601,0.034,0.042,39.0,0.325,0.6,7.0,11.791667,27.1,25.0,0.5625,0.9,0.0,1,dark pink
44754,33.99958,-117.41601,0.027353,0.044,41.0,0.195833,0.3,3.0,11.333333,36.2,34.0,0.558333,0.7,0.0,1,dark pink
44756,33.99958,-117.41601,0.027353,0.044,41.0,0.195833,0.3,3.0,11.333333,35.8,33.0,0.558333,0.7,0.0,1,dark pink
44762,33.99958,-117.41601,0.027353,0.044,41.0,0.208333,0.3,3.0,11.333333,36.2,34.0,0.558333,0.7,0.0,1,dark pink
44764,33.99958,-117.41601,0.027353,0.044,41.0,0.208333,0.3,3.0,11.333333,35.8,33.0,0.558333,0.7,0.0,1,dark pink
44770,33.99958,-117.41601,0.035235,0.046,43.0,0.3875,0.6,7.0,18.7,40.5,38.0,0.766667,1.3,1.0,1,dark pink
44772,33.99958,-117.41601,0.035235,0.046,43.0,0.3875,0.6,7.0,18.275,39.5,37.0,0.766667,1.3,1.0,1,dark pink
44778,33.99958,-117.41601,0.035235,0.046,43.0,0.370833,0.6,7.0,18.7,40.5,38.0,0.766667,1.3,1.0,1,dark pink
44780,33.99958,-117.41601,0.035235,0.046,43.0,0.370833,0.6,7.0,18.275,39.5,37.0,0.766667,1.3,1.0,1,dark pink
44786,33.99958,-117.41601,0.042412,0.043,40.0,0.183333,0.2,2.0,5.308333,17.2,16.0,0.520833,0.6,0.0,3,dark purple
44788,33.99958,-117.41601,0.042412,0.043,40.0,0.183333,0.2,2.0,5.2375,16.6,15.0,0.520833,0.6,0.0,3,dark purple
44794,33.99958,-117.41601,0.042412,0.043,40.0,0.195833,0.2,2.0,5.308333,17.2,16.0,0.520833,0.6,0.0,3,dark purple
44796,33.99958,-117.41601,0.042412,0.043,40.0,0.195833,0.2,2.0,5.2375,16.6,15.0,0.520833,0.6,0.0,3,dark purple
44802,33.99958,-117.41601,0.027588,0.045,42.0,0.1875,0.4,5.0,9.233333,41.7,39.0,0.563636,0.8,0.0,1,dark pink
44804,33.99958,-117.41601,0.027588,0.045,42.0,0.1875,0.4,5.0,9.195833,40.6,38.0,0.563636,0.8,0.0,1,dark pink
44810,33.99958,-117.41601,0.027588,0.045,42.0,0.191667,0.4,5.0,9.233333,41.7,39.0,0.563636,0.8,0.0,1,dark pink
44812,33.99958,-117.41601,0.027588,0.045,42.0,0.191667,0.4,5.0,9.195833,40.6,38.0,0.563636,0.8,0.0,1,dark pink
44818,33.99958,-117.41601,0.027706,0.048,44.0,0.420833,0.6,7.0,22.4,40.1,38.0,0.783333,1.1,1.0,1,dark pink
44820,33.99958,-117.41601,0.027706,0.048,44.0,0.420833,0.6,7.0,22.179167,38.7,36.0,0.783333,1.1,1.0,1,dark pink
44826,33.99958,-117.41601,0.027706,0.048,44.0,0.416667,0.6,7.0,22.4,40.1,38.0,0.783333,1.1,1.0,1,dark pink
44828,33.99958,-117.41601,0.027706,0.048,44.0,0.416667,0.6,7.0,22.179167,38.7,36.0,0.783333,1.1,1.0,1,dark pink
44834,33.99958,-117.41601,0.035,0.052,48.0,0.508333,0.8,9.0,18.1875,39.1,37.0,0.820833,1.1,1.0,1,dark pink
44836,33.99958,-117.41601,0.035,0.052,48.0,0.508333,0.8,9.0,17.491667,38.1,36.0,0.820833,1.1,1.0,1,dark pink
44842,33.99958,-117.41601,0.035,0.052,48.0,0.4875,0.8,9.0,18.1875,39.1,37.0,0.820833,1.1,1.0,1,dark pink
44844,33.99958,-117.41601,0.035,0.052,48.0,0.4875,0.8,9.0,17.491667,38.1,36.0,0.820833,1.1,1.0,1,dark pink
44850,33.99958,-117.41601,0.025529,0.045,42.0,0.433333,0.6,7.0,22.475,40.9,38.0,0.708333,0.9,0.0,1,dark pink
44852,33.99958,-117.41601,0.025529,0.045,42.0,0.433333,0.6,7.0,21.670833,38.2,36.0,0.708333,0.9,0.0,1,dark pink
44858,33.99958,-117.41601,0.025529,0.045,42.0,0.420833,0.6,7.0,22.475,40.9,38.0,0.708333,0.9,0.0,1,dark pink
44860,33.99958,-117.41601,0.025529,0.045,42.0,0.420833,0.6,7.0,21.670833,38.2,36.0,0.708333,0.9,0.0,1,dark pink
44866,33.99958,-117.41601,0.031471,0.054,50.0,0.533333,0.8,9.0,23.75,44.7,42.0,0.95,3.5,4.0,1,dark pink
44868,33.99958,-117.41601,0.031471,0.054,50.0,0.533333,0.8,9.0,22.4,44.3,42.0,0.95,3.5,4.0,1,dark pink
44874,33.99958,-117.41601,0.031471,0.054,50.0,0.520833,0.8,9.0,23.75,44.7,42.0,0.95,3.5,4.0,1,dark pink
44876,33.99958,-117.41601,0.031471,0.054,50.0,0.520833,0.8,9.0,22.4,44.3,42.0,0.95,3.5,4.0,1,dark pink
44882,33.99958,-117.41601,0.031235,0.045,42.0,0.404167,0.6,7.0,19.3,36.0,34.0,0.9,2.3,3.0,1,dark pink
44884,33.99958,-117.41601,0.031235,0.045,42.0,0.404167,0.6,7.0,17.9625,34.0,32.0,0.9,2.3,3.0,1,dark pink
44890,33.99958,-117.41601,0.031235,0.045,42.0,0.3625,0.5,6.0,19.3,36.0,34.0,0.9,2.3,3.0,1,dark pink
44892,33.99958,-117.41601,0.031235,0.045,42.0,0.3625,0.5,6.0,17.9625,34.0,32.0,0.9,2.3,3.0,1,dark pink
44944,33.99958,-117.41601,0.028941,0.048,44.0,0.375,0.6,7.0,21.236364,41.2,39.0,0.677778,0.8,0.0,1,dark pink
44946,33.99958,-117.41601,0.028941,0.048,44.0,0.375,0.6,7.0,20.631818,40.9,38.0,0.677778,0.8,0.0,1,dark pink
44952,33.99958,-117.41601,0.028941,0.048,44.0,0.358333,0.6,7.0,21.236364,41.2,39.0,0.677778,0.8,0.0,1,dark pink
44954,33.99958,-117.41601,0.028941,0.048,44.0,0.358333,0.6,7.0,20.631818,40.9,38.0,0.677778,0.8,0.0,1,dark pink
44960,33.99958,-117.41601,0.030059,0.055,51.0,0.4,0.6,7.0,25.291667,42.7,40.0,0.875,1.3,1.0,1,dark pink
44962,33.99958,-117.41601,0.030059,0.055,51.0,0.4,0.6,7.0,24.766667,42.8,40.0,0.875,1.3,1.0,1,dark pink
44968,33.99958,-117.41601,0.030059,0.055,51.0,0.379167,0.5,6.0,25.291667,42.7,40.0,0.875,1.3,1.0,1,dark pink
44970,33.99958,-117.41601,0.030059,0.055,51.0,0.379167,0.5,6.0,24.766667,42.8,40.0,0.875,1.3,1.0,1,dark pink
44976,33.99958,-117.41601,0.017545,0.035,32.0,0.566667,0.7,8.0,27.3,46.2,43.0,0.879167,1.4,1.0,1,dark pink
44978,33.99958,-117.41601,0.017545,0.035,32.0,0.566667,0.7,8.0,26.404762,45.8,42.0,0.879167,1.4,1.0,1,dark pink
44984,33.99958,-117.41601,0.017545,0.035,32.0,0.504167,0.7,8.0,27.3,46.2,43.0,0.879167,1.4,1.0,1,dark pink
44986,33.99958,-117.41601,0.017545,0.035,32.0,0.504167,0.7,8.0,26.404762,45.8,42.0,0.879167,1.4,1.0,1,dark pink
44992,33.99958,-117.41601,0.037765,0.052,48.0,0.4375,0.7,8.0,16.508333,38.4,36.0,0.6875,1.1,1.0,1,dark pink
44994,33.99958,-117.41601,0.037765,0.052,48.0,0.4375,0.7,8.0,15.691667,38.9,36.0,0.6875,1.1,1.0,1,dark pink
45004,33.99958,-117.41601,0.038706,0.046,43.0,0.2,0.2,2.0,4.741667,7.8,7.0,0.520833,0.6,0.0,3,dark purple
45006,33.99958,-117.41601,0.038706,0.046,43.0,0.2,0.2,2.0,4.095833,7.0,7.0,0.520833,0.6,0.0,3,dark purple
45016,33.99958,-117.41601,0.032,0.037,34.0,0.1375,0.2,2.0,5.233333,15.8,14.0,0.491667,0.5,0.0,3,dark purple
45018,33.99958,-117.41601,0.032,0.037,34.0,0.1375,0.2,2.0,5.108333,15.8,14.0,0.491667,0.5,0.0,3,dark purple
45024,33.99958,-117.41601,0.032,0.037,34.0,0.175,0.2,2.0,5.233333,15.8,14.0,0.491667,0.5,0.0,3,dark purple
45026,33.99958,-117.41601,0.032,0.037,34.0,0.175,0.2,2.0,5.108333,15.8,14.0,0.491667,0.5,0.0,3,dark purple
45032,33.99958,-117.41601,0.028118,0.042,39.0,0.2,0.2,2.0,7.7,18.3,17.0,0.531818,0.6,0.0,3,dark purple
45034,33.99958,-117.41601,0.028118,0.042,39.0,0.2,0.2,2.0,7.495833,17.4,16.0,0.531818,0.6,0.0,3,dark purple
45044,33.99958,-117.41601,0.034118,0.045,42.0,0.291667,0.4,5.0,13.3125,27.1,25.0,0.625,0.9,0.0,1,dark pink
45046,33.99958,-117.41601,0.034118,0.045,42.0,0.291667,0.4,5.0,12.5625,26.6,25.0,0.625,0.9,0.0,1,dark pink
45052,33.99958,-117.41601,0.034118,0.045,42.0,0.279167,0.4,5.0,13.3125,27.1,25.0,0.625,0.9,0.0,1,dark pink
45054,33.99958,-117.41601,0.034118,0.045,42.0,0.279167,0.4,5.0,12.5625,26.6,25.0,0.625,0.9,0.0,1,dark pink
45060,33.99958,-117.41601,0.0308,0.045,42.0,0.2,0.2,2.0,8.877273,13.7,12.0,0.583333,0.7,0.0,3,dark purple
45062,33.99958,-117.41601,0.0308,0.045,42.0,0.2,0.2,2.0,7.55,13.2,12.0,0.583333,0.7,0.0,3,dark purple
45068,33.99958,-117.41601,0.0308,0.045,42.0,0.175,0.2,2.0,8.877273,13.7,12.0,0.583333,0.7,0.0,3,dark purple
45070,33.99958,-117.41601,0.0308,0.045,42.0,0.175,0.2,2.0,7.55,13.2,12.0,0.583333,0.7,0.0,3,dark purple
45076,33.99958,-117.41601,0.040647,0.05,46.0,0.275,0.3,3.0,10.479167,23.8,22.0,0.5875,0.7,0.0,3,dark purple
45078,33.99958,-117.41601,0.040647,0.05,46.0,0.275,0.3,3.0,8.741667,21.8,20.0,0.5875,0.7,0.0,3,dark purple
45084,33.99958,-117.41601,0.040647,0.05,46.0,0.229167,0.3,3.0,10.479167,23.8,22.0,0.5875,0.7,0.0,3,dark purple
45086,33.99958,-117.41601,0.040647,0.05,46.0,0.229167,0.3,3.0,8.741667,21.8,20.0,0.5875,0.7,0.0,3,dark purple
45092,33.99958,-117.41601,0.039824,0.048,44.0,0.208333,0.3,3.0,5.908333,7.9,7.0,0.525,0.6,0.0,3,dark purple
45094,33.99958,-117.41601,0.039824,0.048,44.0,0.208333,0.3,3.0,4.6,6.4,6.0,0.525,0.6,0.0,3,dark purple
45100,33.99958,-117.41601,0.039824,0.048,44.0,0.179167,0.2,2.0,5.908333,7.9,7.0,0.525,0.6,0.0,3,dark purple
45102,33.99958,-117.41601,0.039824,0.048,44.0,0.179167,0.2,2.0,4.6,6.4,6.0,0.525,0.6,0.0,3,dark purple
45108,33.99958,-117.41601,0.031353,0.051,47.0,0.229167,0.4,5.0,12.779167,40.3,38.0,0.558333,0.8,0.0,1,dark pink
45110,33.99958,-117.41601,0.031353,0.051,47.0,0.229167,0.4,5.0,11.075,36.0,34.0,0.558333,0.8,0.0,1,dark pink
45116,33.99958,-117.41601,0.031353,0.051,47.0,0.2125,0.3,3.0,12.779167,40.3,38.0,0.558333,0.8,0.0,1,dark pink
45118,33.99958,-117.41601,0.031353,0.051,47.0,0.2125,0.3,3.0,11.075,36.0,34.0,0.558333,0.8,0.0,1,dark pink
45124,33.99958,-117.41601,0.040882,0.068,93.0,0.466667,0.7,8.0,19.241667,38.8,36.0,0.741667,1.2,1.0,0,pink
45126,33.99958,-117.41601,0.040882,0.068,93.0,0.466667,0.7,8.0,16.7375,38.1,36.0,0.741667,1.2,1.0,0,pink
45132,33.99958,-117.41601,0.040882,0.068,93.0,0.408333,0.6,7.0,19.241667,38.8,36.0,0.741667,1.2,1.0,0,pink
45134,33.99958,-117.41601,0.040882,0.068,93.0,0.408333,0.6,7.0,16.7375,38.1,36.0,0.741667,1.2,1.0,0,pink
45140,33.99958,-117.41601,0.030294,0.047,44.0,0.341667,0.7,8.0,18.379167,44.0,42.0,0.6375,1.1,1.0,1,dark pink
45142,33.99958,-117.41601,0.030294,0.047,44.0,0.341667,0.7,8.0,17.183333,42.3,40.0,0.6375,1.1,1.0,1,dark pink
45148,33.99958,-117.41601,0.030294,0.047,44.0,0.320833,0.6,7.0,18.379167,44.0,42.0,0.6375,1.1,1.0,1,dark pink
45150,33.99958,-117.41601,0.030294,0.047,44.0,0.320833,0.6,7.0,17.183333,42.3,40.0,0.6375,1.1,1.0,1,dark pink
45156,33.99958,-117.41601,0.033529,0.047,44.0,0.2375,0.4,5.0,18.221739,41.8,39.0,0.6375,1.0,1.0,1,dark pink
45158,33.99958,-117.41601,0.033529,0.047,44.0,0.2375,0.4,5.0,17.891304,40.8,38.0,0.6375,1.0,1.0,1,dark pink
45164,33.99958,-117.41601,0.033529,0.047,44.0,0.229167,0.4,5.0,18.221739,41.8,39.0,0.6375,1.0,1.0,1,dark pink
45166,33.99958,-117.41601,0.033529,0.047,44.0,0.229167,0.4,5.0,17.891304,40.8,38.0,0.6375,1.0,1.0,1,dark pink
45172,33.99958,-117.41601,0.032176,0.057,58.0,0.329167,0.5,6.0,23.075,44.6,42.0,0.7875,1.4,1.0,1,dark pink
45174,33.99958,-117.41601,0.032176,0.057,58.0,0.329167,0.5,6.0,22.583333,44.8,42.0,0.7875,1.4,1.0,1,dark pink
45180,33.99958,-117.41601,0.032176,0.057,58.0,0.266667,0.4,5.0,23.075,44.6,42.0,0.7875,1.4,1.0,1,dark pink
45182,33.99958,-117.41601,0.032176,0.057,58.0,0.266667,0.4,5.0,22.583333,44.8,42.0,0.7875,1.4,1.0,1,dark pink
45188,33.99958,-117.41601,0.044235,0.061,71.0,0.4,0.6,7.0,18.920833,45.2,42.0,0.804167,1.4,1.0,0,pink
45190,33.99958,-117.41601,0.044235,0.061,71.0,0.4,0.6,7.0,18.275,43.6,41.0,0.804167,1.4,1.0,0,pink
45196,33.99958,-117.41601,0.044235,0.061,71.0,0.354167,0.6,7.0,18.920833,45.2,42.0,0.804167,1.4,1.0,0,pink
45198,33.99958,-117.41601,0.044235,0.061,71.0,0.354167,0.6,7.0,18.275,43.6,41.0,0.804167,1.4,1.0,0,pink
45204,33.99958,-117.41601,0.043647,0.049,45.0,0.2,0.2,2.0,3.208333,5.3,5.0,0.520833,0.6,0.0,3,dark purple
45206,33.99958,-117.41601,0.043647,0.049,45.0,0.2,0.2,2.0,3.045833,5.6,5.0,0.520833,0.6,0.0,3,dark purple
45212,33.99958,-117.41601,0.043647,0.049,45.0,0.104167,0.2,2.0,3.208333,5.3,5.0,0.520833,0.6,0.0,3,dark purple
45214,33.99958,-117.41601,0.043647,0.049,45.0,0.104167,0.2,2.0,3.045833,5.6,5.0,0.520833,0.6,0.0,3,dark purple
45220,33.99958,-117.41601,0.040588,0.048,44.0,0.1625,0.2,2.0,3.666667,9.5,8.0,0.5,0.5,0.0,3,dark purple
45222,33.99958,-117.41601,0.040588,0.048,44.0,0.1625,0.2,2.0,3.433333,9.4,8.0,0.5,0.5,0.0,3,dark purple
45228,33.99958,-117.41601,0.040588,0.048,44.0,0.1,0.1,1.0,3.666667,9.5,8.0,0.5,0.5,0.0,3,dark purple
45230,33.99958,-117.41601,0.040588,0.048,44.0,0.1,0.1,1.0,3.433333,9.4,8.0,0.5,0.5,0.0,3,dark purple
45236,33.99958,-117.41601,0.032529,0.049,45.0,0.175,0.2,2.0,7.7,27.8,25.0,0.570833,0.7,0.0,3,dark purple
45238,33.99958,-117.41601,0.032529,0.049,45.0,0.175,0.2,2.0,7.526087,26.4,25.0,0.570833,0.7,0.0,3,dark purple
45244,33.99958,-117.41601,0.032529,0.049,45.0,0.1125,0.2,2.0,7.7,27.8,25.0,0.570833,0.7,0.0,3,dark purple
45246,33.99958,-117.41601,0.032529,0.049,45.0,0.1125,0.2,2.0,7.526087,26.4,25.0,0.570833,0.7,0.0,3,dark purple
45252,33.99958,-117.41601,0.036824,0.054,50.0,0.295833,0.4,5.0,19.075,39.7,37.0,0.725,1.0,1.0,1,dark pink
45254,33.99958,-117.41601,0.036824,0.054,50.0,0.295833,0.4,5.0,18.625,38.6,36.0,0.725,1.0,1.0,1,dark pink
45260,33.99958,-117.41601,0.036824,0.054,50.0,0.266667,0.4,5.0,19.075,39.7,37.0,0.725,1.0,1.0,1,dark pink
45262,33.99958,-117.41601,0.036824,0.054,50.0,0.266667,0.4,5.0,18.625,38.6,36.0,0.725,1.0,1.0,1,dark pink
45268,33.99958,-117.41601,0.040353,0.057,58.0,0.3375,0.5,6.0,16.779167,37.8,35.0,0.745833,1.2,1.0,1,dark pink
45270,33.99958,-117.41601,0.040353,0.057,58.0,0.3375,0.5,6.0,16.025,38.4,36.0,0.745833,1.2,1.0,1,dark pink
45276,33.99958,-117.41601,0.040353,0.057,58.0,0.3125,0.5,6.0,16.779167,37.8,35.0,0.745833,1.2,1.0,1,dark pink
45278,33.99958,-117.41601,0.040353,0.057,58.0,0.3125,0.5,6.0,16.025,38.4,36.0,0.745833,1.2,1.0,1,dark pink
45284,33.99958,-117.41601,0.039765,0.058,61.0,0.308333,0.5,6.0,14.679167,36.1,34.0,0.725,1.0,1.0,1,dark pink
45286,33.99958,-117.41601,0.039765,0.058,61.0,0.308333,0.5,6.0,13.754167,35.7,33.0,0.725,1.0,1.0,1,dark pink
45292,33.99958,-117.41601,0.039765,0.058,61.0,0.275,0.4,5.0,14.679167,36.1,34.0,0.725,1.0,1.0,1,dark pink
45294,33.99958,-117.41601,0.039765,0.058,61.0,0.275,0.4,5.0,13.754167,35.7,33.0,0.725,1.0,1.0,1,dark pink
