,Latitude,Longitude,Arithmetic Mean Ozone,1st Max Value Ozone,AQI Ozone,Arithmetic Mean CO,1st Max Value CO,AQI CO,Arithmetic Mean NO2,1st Max Value NO2,AQI NO2,Arithmetic Mean SO2,1st Max Value SO2,AQI SO2,clusters,cluster
45300,33.99958,-117.41601,0.029,0.037,34.0,0.233333,0.3,3.0,6.041667,18.4,17.0,0.566667,0.6,0.0,3,dark purple
45302,33.99958,-117.41601,0.029,0.037,34.0,0.233333,0.3,3.0,5.5875,17.0,16.0,0.566667,0.6,0.0,3,dark purple
45308,33.99958,-117.41601,0.029,0.037,34.0,0.158333,0.2,2.0,6.041667,18.4,17.0,0.566667,0.6,0.0,3,dark purple
45310,33.99958,-117.41601,0.029,0.037,34.0,0.158333,0.2,2.0,5.5875,17.0,16.0,0.566667,0.6,0.0,3,dark purple
45316,33.99958,-117.41601,0.038059,0.055,51.0,0.204167,0.3,3.0,4.570833,13.0,12.0,0.5625,0.7,0.0,3,dark purple
45318,33.99958,-117.41601,0.038059,0.055,51.0,0.204167,0.3,3.0,4.1,12.9,11.0,0.5625,0.7,0.0,3,dark purple
45324,33.99958,-117.41601,0.038059,0.055,51.0,0.125,0.2,2.0,4.570833,13.0,12.0,0.5625,0.7,0.0,3,dark purple
45326,33.99958,-117.41601,0.038059,0.055,51.0,0.125,0.2,2.0,4.1,12.9,11.0,0.5625,0.7,0.0,3,dark purple
45332,33.99958,-117.41601,0.041353,0.064,80.0,0.320833,0.5,6.0,13.258333,32.0,30.0,0.720833,1.0,1.0,0,pink
45334,33.99958,-117.41601,0.041353,0.064,80.0,0.320833,0.5,6.0,12.158333,32.6,30.0,0.720833,1.0,1.0,0,pink
45340,33.99958,-117.41601,0.041353,0.064,80.0,0.279167,0.4,5.0,13.258333,32.0,30.0,0.720833,1.0,1.0,0,pink
45342,33.99958,-117.41601,0.041353,0.064,80.0,0.279167,0.4,5.0,12.158333,32.6,30.0,0.720833,1.0,1.0,0,pink
45348,33.99958,-117.41601,0.033118,0.044,41.0,0.2875,0.4,5.0,10.866667,33.0,31.0,0.679167,0.9,0.0,1,dark pink
45350,33.99958,-117.41601,0.033118,0.044,41.0,0.2875,0.4,5.0,10.183333,31.5,29.0,0.679167,0.9,0.0,1,dark pink
45356,33.99958,-117.41601,0.033118,0.044,41.0,0.220833,0.4,5.0,10.866667,33.0,31.0,0.679167,0.9,0.0,1,dark pink
45358,33.99958,-117.41601,0.033118,0.044,41.0,0.220833,0.4,5.0,10.183333,31.5,29.0,0.679167,0.9,0.0,1,dark pink
45364,33.99958,-117.41601,0.034647,0.046,43.0,0.166667,0.2,2.0,4.133333,8.7,8.0,0.533333,0.6,0.0,3,dark purple
45366,33.99958,-117.41601,0.034647,0.046,43.0,0.166667,0.2,2.0,4.016667,8.4,8.0,0.533333,0.6,0.0,3,dark purple
45372,33.99958,-117.41601,0.034647,0.046,43.0,0.1,0.1,1.0,4.133333,8.7,8.0,0.533333,0.6,0.0,3,dark purple
45374,33.99958,-117.41601,0.034647,0.046,43.0,0.1,0.1,1.0,4.016667,8.4,8.0,0.533333,0.6,0.0,3,dark purple
45380,33.99958,-117.41601,0.035824,0.044,41.0,0.2375,0.3,3.0,7.804167,22.7,21.0,0.591667,0.8,0.0,3,dark purple
45382,33.99958,-117.41601,0.035824,0.044,41.0,0.2375,0.3,3.0,7.508333,21.7,20.0,0.591667,0.8,0.0,3,dark purple
45388,33.99958,-117.41601,0.035824,0.044,41.0,0.175,0.3,3.0,7.804167,22.7,21.0,0.591667,0.8,0.0,3,dark purple
45390,33.99958,-117.41601,0.035824,0.044,41.0,0.175,0.3,3.0,7.508333,21.7,20.0,0.591667,0.8,0.0,3,dark purple
45396,33.99958,-117.41601,0.030706,0.046,43.0,0.175,0.3,3.0,5.266667,21.9,20.0,0.516667,0.6,0.0,3,dark purple
45398,33.99958,-117.41601,0.030706,0.046,43.0,0.175,0.3,3.0,5.25,21.6,20.0,0.516667,0.6,0.0,3,dark purple
45404,33.99958,-117.41601,0.030706,0.046,43.0,0.1125,0.2,2.0,5.266667,21.9,20.0,0.516667,0.6,0.0,3,dark purple
45406,33.99958,-117.41601,0.030706,0.046,43.0,0.1125,0.2,2.0,5.25,21.6,20.0,0.516667,0.6,0.0,3,dark purple
45412,33.99958,-117.41601,0.035588,0.052,48.0,0.266667,0.4,5.0,10.916667,24.7,23.0,0.566667,0.7,0.0,3,dark purple
45414,33.99958,-117.41601,0.035588,0.052,48.0,0.266667,0.4,5.0,10.733333,23.9,22.0,0.566667,0.7,0.0,3,dark purple
45420,33.99958,-117.41601,0.035588,0.052,48.0,0.216667,0.3,3.0,10.916667,24.7,23.0,0.566667,0.7,0.0,3,dark purple
45422,33.99958,-117.41601,0.035588,0.052,48.0,0.216667,0.3,3.0,10.733333,23.9,22.0,0.566667,0.7,0.0,3,dark purple
45428,33.99958,-117.41601,0.033941,0.051,47.0,0.266667,0.5,6.0,10.9625,30.6,28.0,0.558333,0.7,0.0,1,dark pink
45430,33.99958,-117.41601,0.033941,0.051,47.0,0.266667,0.5,6.0,10.683333,29.5,27.0,0.558333,0.7,0.0,1,dark pink
45436,33.99958,-117.41601,0.033941,0.051,47.0,0.25,0.5,6.0,10.9625,30.6,28.0,0.558333,0.7,0.0,1,dark pink
45438,33.99958,-117.41601,0.033941,0.051,47.0,0.25,0.5,6.0,10.683333,29.5,27.0,0.558333,0.7,0.0,1,dark pink
45444,33.99958,-117.41601,0.039412,0.064,80.0,0.358333,0.6,7.0,20.870833,41.8,39.0,0.75,1.2,1.0,0,pink
45446,33.99958,-117.41601,0.039412,0.064,80.0,0.358333,0.6,7.0,20.670833,40.7,38.0,0.75,1.2,1.0,0,pink
45452,33.99958,-117.41601,0.039412,0.064,80.0,0.304167,0.5,6.0,20.870833,41.8,39.0,0.75,1.2,1.0,0,pink
45454,33.99958,-117.41601,0.039412,0.064,80.0,0.304167,0.5,6.0,20.670833,40.7,38.0,0.75,1.2,1.0,0,pink
45460,33.99958,-117.41601,0.045176,0.063,77.0,0.391667,0.7,8.0,21.1875,54.7,51.0,0.821739,1.6,1.0,0,pink
45462,33.99958,-117.41601,0.045176,0.063,77.0,0.391667,0.7,8.0,20.775,53.3,50.0,0.821739,1.6,1.0,0,pink
45468,33.99958,-117.41601,0.045176,0.063,77.0,0.354167,0.6,7.0,21.1875,54.7,51.0,0.821739,1.6,1.0,0,pink
45470,33.99958,-117.41601,0.045176,0.063,77.0,0.354167,0.6,7.0,20.775,53.3,50.0,0.821739,1.6,1.0,0,pink
45476,33.99958,-117.41601,0.043118,0.056,54.0,0.225,0.3,3.0,7.129167,23.1,22.0,0.558333,0.6,0.0,3,dark purple
45478,33.99958,-117.41601,0.043118,0.056,54.0,0.225,0.3,3.0,7.220833,23.3,22.0,0.558333,0.6,0.0,3,dark purple
45484,33.99958,-117.41601,0.043118,0.056,54.0,0.195833,0.2,2.0,7.129167,23.1,22.0,0.558333,0.6,0.0,3,dark purple
45486,33.99958,-117.41601,0.043118,0.056,54.0,0.195833,0.2,2.0,7.220833,23.3,22.0,0.558333,0.6,0.0,3,dark purple
45492,33.99958,-117.41601,0.039765,0.052,48.0,0.2,0.2,2.0,4.425,8.7,8.0,0.504167,0.6,0.0,3,dark purple
45494,33.99958,-117.41601,0.039765,0.052,48.0,0.2,0.2,2.0,4.2625,8.6,8.0,0.504167,0.6,0.0,3,dark purple
45500,33.99958,-117.41601,0.039765,0.052,48.0,0.158333,0.2,2.0,4.425,8.7,8.0,0.504167,0.6,0.0,3,dark purple
45502,33.99958,-117.41601,0.039765,0.052,48.0,0.158333,0.2,2.0,4.2625,8.6,8.0,0.504167,0.6,0.0,3,dark purple
45508,33.99958,-117.41601,0.042882,0.061,71.0,0.216667,0.3,3.0,10.4125,16.5,15.0,0.608333,0.9,0.0,0,pink
45510,33.99958,-117.41601,0.042882,0.061,71.0,0.216667,0.3,3.0,9.720833,15.6,14.0,0.608333,0.9,0.0,0,pink
45516,33.99958,-117.41601,0.042882,0.061,71.0,0.208333,0.3,3.0,10.4125,16.5,15.0,0.608333,0.9,0.0,0,pink
45518,33.99958,-117.41601,0.042882,0.061,71.0,0.208333,0.3,3.0,9.720833,15.6,14.0,0.608333,0.9,0.0,0,pink
45524,33.99958,-117.41601,0.055118,0.077,122.0,0.425,0.6,7.0,16.279167,40.4,38.0,0.7875,1.2,1.0,0,pink
45526,33.99958,-117.41601,0.055118,0.077,122.0,0.425,0.6,7.0,14.9375,41.4,39.0,0.7875,1.2,1.0,0,pink
45532,33.99958,-117.41601,0.055118,0.077,122.0,0.366667,0.6,7.0,16.279167,40.4,38.0,0.7875,1.2,1.0,0,pink
45534,33.99958,-117.41601,0.055118,0.077,122.0,0.366667,0.6,7.0,14.9375,41.4,39.0,0.7875,1.2,1.0,0,pink
45540,33.99958,-117.41601,0.043353,0.06,67.0,0.279167,0.4,5.0,7.229167,20.3,19.0,0.6125,0.8,0.0,0,pink
45542,33.99958,-117.41601,0.043353,0.06,67.0,0.279167,0.4,5.0,6.704167,19.8,18.0,0.6125,0.8,0.0,0,pink
45548,33.99958,-117.41601,0.043353,0.06,67.0,0.225,0.3,3.0,7.229167,20.3,19.0,0.6125,0.8,0.0,0,pink
45550,33.99958,-117.41601,0.043353,0.06,67.0,0.225,0.3,3.0,6.704167,19.8,18.0,0.6125,0.8,0.0,0,pink
45556,33.99958,-117.41601,0.042059,0.052,48.0,0.2,0.2,2.0,5.8375,9.1,8.0,0.533333,0.7,0.0,3,dark purple
45558,33.99958,-117.41601,0.042059,0.052,48.0,0.2,0.2,2.0,5.4625,9.4,8.0,0.533333,0.7,0.0,3,dark purple
45564,33.99958,-117.41601,0.042059,0.052,48.0,0.166667,0.2,2.0,5.8375,9.1,8.0,0.533333,0.7,0.0,3,dark purple
45566,33.99958,-117.41601,0.042059,0.052,48.0,0.166667,0.2,2.0,5.4625,9.4,8.0,0.533333,0.7,0.0,3,dark purple
45572,33.99958,-117.41601,0.040353,0.057,58.0,0.2,0.2,2.0,7.2,11.4,10.0,0.5375,0.7,0.0,3,dark purple
45574,33.99958,-117.41601,0.040353,0.057,58.0,0.2,0.2,2.0,6.208333,10.4,9.0,0.5375,0.7,0.0,3,dark purple
45584,33.99958,-117.41601,0.045471,0.062,74.0,0.308333,0.4,5.0,14.620833,30.4,28.0,0.666667,0.9,0.0,0,pink
45586,33.99958,-117.41601,0.045471,0.062,74.0,0.308333,0.4,5.0,13.645833,29.5,27.0,0.666667,0.9,0.0,0,pink
45592,33.99958,-117.41601,0.045471,0.062,74.0,0.270833,0.4,5.0,14.620833,30.4,28.0,0.666667,0.9,0.0,0,pink
45594,33.99958,-117.41601,0.045471,0.062,74.0,0.270833,0.4,5.0,13.645833,29.5,27.0,0.666667,0.9,0.0,0,pink
45600,33.99958,-117.41601,0.045118,0.069,97.0,0.316667,0.4,5.0,13.1,23.1,22.0,0.616667,0.8,0.0,0,pink
45602,33.99958,-117.41601,0.045118,0.069,97.0,0.316667,0.4,5.0,11.845833,21.7,20.0,0.616667,0.8,0.0,0,pink
45608,33.99958,-117.41601,0.045118,0.069,97.0,0.2625,0.3,3.0,13.1,23.1,22.0,0.616667,0.8,0.0,0,pink
45610,33.99958,-117.41601,0.045118,0.069,97.0,0.2625,0.3,3.0,11.845833,21.7,20.0,0.616667,0.8,0.0,0,pink
45616,33.99958,-117.41601,0.043824,0.066,87.0,0.3625,0.6,7.0,15.616667,43.6,41.0,0.683333,1.0,1.0,0,pink
45618,33.99958,-117.41601,0.043824,0.066,87.0,0.3625,0.6,7.0,14.645833,44.0,42.0,0.683333,1.0,1.0,0,pink
45624,33.99958,-117.41601,0.043824,0.066,87.0,0.320833,0.5,6.0,15.616667,43.6,41.0,0.683333,1.0,1.0,0,pink
45626,33.99958,-117.41601,0.043824,0.066,87.0,0.320833,0.5,6.0,14.645833,44.0,42.0,0.683333,1.0,1.0,0,pink
45632,33.99958,-117.41601,0.038,0.052,48.0,0.25,0.3,3.0,6.0375,11.1,10.0,0.5875,0.7,0.0,3,dark purple
45634,33.99958,-117.41601,0.038,0.052,48.0,0.25,0.3,3.0,5.441667,10.9,9.0,0.5875,0.7,0.0,3,dark purple
45640,33.99958,-117.41601,0.038,0.052,48.0,0.170833,0.2,2.0,6.0375,11.1,10.0,0.5875,0.7,0.0,3,dark purple
45642,33.99958,-117.41601,0.038,0.052,48.0,0.170833,0.2,2.0,5.441667,10.9,9.0,0.5875,0.7,0.0,3,dark purple
45648,33.99958,-117.41601,0.039059,0.045,42.0,0.129167,0.2,2.0,2.358333,4.0,4.0,0.520833,0.6,0.0,3,dark purple
45650,33.99958,-117.41601,0.039059,0.045,42.0,0.129167,0.2,2.0,2.054167,3.3,3.0,0.520833,0.6,0.0,3,dark purple
45656,33.99958,-117.41601,0.039059,0.045,42.0,0.1,0.1,1.0,2.358333,4.0,4.0,0.520833,0.6,0.0,3,dark purple
45658,33.99958,-117.41601,0.039059,0.045,42.0,0.1,0.1,1.0,2.054167,3.3,3.0,0.520833,0.6,0.0,3,dark purple
45664,33.99958,-117.41601,0.037294,0.052,48.0,0.166667,0.2,2.0,4.645833,11.2,10.0,0.566667,0.8,0.0,3,dark purple
45666,33.99958,-117.41601,0.037294,0.052,48.0,0.166667,0.2,2.0,4.279167,10.4,9.0,0.566667,0.8,0.0,3,dark purple
45672,33.99958,-117.41601,0.037294,0.052,48.0,0.1,0.1,1.0,4.645833,11.2,10.0,0.566667,0.8,0.0,3,dark purple
45674,33.99958,-117.41601,0.037294,0.052,48.0,0.1,0.1,1.0,4.279167,10.4,9.0,0.566667,0.8,0.0,3,dark purple
45680,33.99958,-117.41601,0.02875,0.045,42.0,0.28125,0.4,5.0,11.810526,31.0,29.0,0.6625,0.8,0.0,1,dark pink
45682,33.99958,-117.41601,0.02875,0.045,42.0,0.28125,0.4,5.0,11.436842,29.8,27.0,0.6625,0.8,0.0,1,dark pink
45688,33.99958,-117.41601,0.02875,0.045,42.0,0.1875,0.3,3.0,11.810526,31.0,29.0,0.6625,0.8,0.0,1,dark pink
45690,33.99958,-117.41601,0.02875,0.045,42.0,0.1875,0.3,3.0,11.436842,29.8,27.0,0.6625,0.8,0.0,1,dark pink
45696,33.99958,-117.41601,0.0215,0.042,39.0,0.25,0.3,3.0,13.6,26.3,25.0,0.620833,0.8,0.0,1,dark pink
45698,33.99958,-117.41601,0.0215,0.042,39.0,0.25,0.3,3.0,13.188235,25.2,24.0,0.620833,0.8,0.0,3,dark purple
45704,33.99958,-117.41601,0.0215,0.042,39.0,0.179167,0.3,3.0,13.6,26.3,25.0,0.620833,0.8,0.0,1,dark pink
45706,33.99958,-117.41601,0.0215,0.042,39.0,0.179167,0.3,3.0,13.188235,25.2,24.0,0.620833,0.8,0.0,3,dark purple
45712,33.99958,-117.41601,0.037412,0.06,67.0,0.291667,0.4,5.0,16.725,36.7,34.0,0.7,1.0,1.0,0,pink
45714,33.99958,-117.41601,0.037412,0.06,67.0,0.291667,0.4,5.0,16.45,37.8,35.0,0.7,1.0,1.0,0,pink
45720,33.99958,-117.41601,0.037412,0.06,67.0,0.254167,0.4,5.0,16.725,36.7,34.0,0.7,1.0,1.0,0,pink
45722,33.99958,-117.41601,0.037412,0.06,67.0,0.254167,0.4,5.0,16.45,37.8,35.0,0.7,1.0,1.0,0,pink
45728,33.99958,-117.41601,0.040471,0.069,97.0,0.354167,0.5,6.0,24.0375,45.8,42.0,0.879167,1.4,1.0,0,pink
45730,33.99958,-117.41601,0.040471,0.069,97.0,0.354167,0.5,6.0,23.35,45.3,42.0,0.879167,1.4,1.0,0,pink
45736,33.99958,-117.41601,0.040471,0.069,97.0,0.3125,0.4,5.0,24.0375,45.8,42.0,0.879167,1.4,1.0,0,pink
45738,33.99958,-117.41601,0.040471,0.069,97.0,0.3125,0.4,5.0,23.35,45.3,42.0,0.879167,1.4,1.0,0,pink
45744,33.99958,-117.41601,0.051882,0.079,129.0,0.4375,0.7,8.0,22.4625,48.2,45.0,0.933333,1.6,1.0,0,pink
45746,33.99958,-117.41601,0.051882,0.079,129.0,0.4375,0.7,8.0,21.404167,47.3,44.0,0.933333,1.6,1.0,0,pink
45752,33.99958,-117.41601,0.051882,0.079,129.0,0.4,0.7,8.0,22.4625,48.2,45.0,0.933333,1.6,1.0,0,pink
45754,33.99958,-117.41601,0.051882,0.079,129.0,0.4,0.7,8.0,21.404167,47.3,44.0,0.933333,1.6,1.0,0,pink
45760,33.99958,-117.41601,0.048765,0.073,108.0,0.4375,0.8,9.0,14.675,38.4,36.0,0.8,1.0,1.0,0,pink
45762,33.99958,-117.41601,0.048765,0.073,108.0,0.4375,0.8,9.0,13.566667,36.6,34.0,0.8,1.0,1.0,0,pink
45768,33.99958,-117.41601,0.048765,0.073,108.0,0.4,0.7,8.0,14.675,38.4,36.0,0.8,1.0,1.0,0,pink
45770,33.99958,-117.41601,0.048765,0.073,108.0,0.4,0.7,8.0,13.566667,36.6,34.0,0.8,1.0,1.0,0,pink
45776,33.99958,-117.41601,0.041471,0.06,67.0,0.2125,0.3,3.0,7.854167,13.2,12.0,0.6625,0.8,0.0,0,pink
45778,33.99958,-117.41601,0.041471,0.06,67.0,0.2125,0.3,3.0,7.120833,13.1,12.0,0.6625,0.8,0.0,0,pink
45784,33.99958,-117.41601,0.041471,0.06,67.0,0.2,0.2,2.0,7.854167,13.2,12.0,0.6625,0.8,0.0,0,pink
45786,33.99958,-117.41601,0.041471,0.06,67.0,0.2,0.2,2.0,7.120833,13.1,12.0,0.6625,0.8,0.0,0,pink
45792,33.99958,-117.41601,0.0307,0.043,40.0,0.2,0.2,2.0,6.838889,9.2,8.0,0.5375,0.6,0.0,3,dark purple
45794,33.99958,-117.41601,0.0307,0.043,40.0,0.2,0.2,2.0,6.194444,8.4,8.0,0.5375,0.6,0.0,3,dark purple
45800,33.99958,-117.41601,0.0307,0.043,40.0,0.1875,0.2,2.0,6.838889,9.2,8.0,0.5375,0.6,0.0,3,dark purple
45802,33.99958,-117.41601,0.0307,0.043,40.0,0.1875,0.2,2.0,6.194444,8.4,8.0,0.5375,0.6,0.0,3,dark purple
45808,33.99958,-117.41601,0.046706,0.064,80.0,0.225,0.3,3.0,8.975,12.4,11.0,0.591667,0.8,0.0,0,pink
45810,33.99958,-117.41601,0.046706,0.064,80.0,0.225,0.3,3.0,8.045833,12.6,11.0,0.591667,0.8,0.0,0,pink
45816,33.99958,-117.41601,0.046706,0.064,80.0,0.1875,0.2,2.0,8.975,12.4,11.0,0.591667,0.8,0.0,0,pink
45818,33.99958,-117.41601,0.046706,0.064,80.0,0.1875,0.2,2.0,8.045833,12.6,11.0,0.591667,0.8,0.0,0,pink
45824,33.99958,-117.41601,0.038455,0.047,44.0,0.2,0.2,2.0,6.831579,13.0,12.0,0.525,0.6,0.0,3,dark purple
45826,33.99958,-117.41601,0.038455,0.047,44.0,0.2,0.2,2.0,6.110526,12.5,11.0,0.525,0.6,0.0,3,dark purple
45832,33.99958,-117.41601,0.038455,0.047,44.0,0.195833,0.2,2.0,6.831579,13.0,12.0,0.525,0.6,0.0,3,dark purple
45834,33.99958,-117.41601,0.038455,0.047,44.0,0.195833,0.2,2.0,6.110526,12.5,11.0,0.525,0.6,0.0,3,dark purple
45840,33.99958,-117.41601,0.035143,0.043,40.0,0.170588,0.2,2.0,4.435,7.4,7.0,0.491667,0.6,0.0,3,dark purple
45842,33.99958,-117.41601,0.035143,0.043,40.0,0.170588,0.2,2.0,3.92,7.1,7.0,0.491667,0.6,0.0,3,dark purple
45848,33.99958,-117.41601,0.035143,0.043,40.0,0.1,0.1,1.0,4.435,7.4,7.0,0.491667,0.6,0.0,3,dark purple
45850,33.99958,-117.41601,0.035143,0.043,40.0,0.1,0.1,1.0,3.92,7.1,7.0,0.491667,0.6,0.0,3,dark purple
45856,33.99958,-117.41601,0.039235,0.047,44.0,0.125,0.2,2.0,2.7375,3.8,3.0,0.504167,0.6,0.0,3,dark purple
45858,33.99958,-117.41601,0.039235,0.047,44.0,0.125,0.2,2.0,2.475,4.0,4.0,0.504167,0.6,0.0,3,dark purple
45864,33.99958,-117.41601,0.039235,0.047,44.0,0.1,0.1,1.0,2.7375,3.8,3.0,0.504167,0.6,0.0,3,dark purple
45866,33.99958,-117.41601,0.039235,0.047,44.0,0.1,0.1,1.0,2.475,4.0,4.0,0.504167,0.6,0.0,3,dark purple
45872,33.99958,-117.41601,0.042588,0.058,61.0,0.2,0.2,2.0,3.541667,6.0,6.0,0.554167,0.7,0.0,3,dark purple
45874,33.99958,-117.41601,0.042588,0.058,61.0,0.2,0.2,2.0,2.691667,5.6,5.0,0.554167,0.7,0.0,3,dark purple
45880,33.99958,-117.41601,0.042588,0.058,61.0,0.1,0.1,1.0,3.541667,6.0,6.0,0.554167,0.7,0.0,3,dark purple
45882,33.99958,-117.41601,0.042588,0.058,61.0,0.1,0.1,1.0,2.691667,5.6,5.0,0.554167,0.7,0.0,3,dark purple
45888,33.99958,-117.41601,0.043412,0.059,64.0,0.2,0.2,2.0,6.0125,12.7,11.0,0.529167,0.6,0.0,3,dark purple
45890,33.99958,-117.41601,0.043412,0.059,64.0,0.2,0.2,2.0,5.0375,12.2,11.0,0.529167,0.6,0.0,3,dark purple
45896,33.99958,-117.41601,0.043412,0.059,64.0,0.183333,0.2,2.0,6.0125,12.7,11.0,0.529167,0.6,0.0,3,dark purple
45898,33.99958,-117.41601,0.043412,0.059,64.0,0.183333,0.2,2.0,5.0375,12.2,11.0,0.529167,0.6,0.0,3,dark purple
45904,33.99958,-117.41601,0.050714,0.086,151.0,0.25,0.3,3.0,9.75,15.7,14.0,0.586364,0.8,0.0,0,pink
45906,33.99958,-117.41601,0.050714,0.086,151.0,0.25,0.3,3.0,8.040909,14.8,13.0,0.586364,0.8,0.0,0,pink
45912,33.99958,-117.41601,0.050714,0.086,151.0,0.220833,0.3,3.0,9.75,15.7,14.0,0.586364,0.8,0.0,0,pink
45914,33.99958,-117.41601,0.050714,0.086,151.0,0.220833,0.3,3.0,8.040909,14.8,13.0,0.586364,0.8,0.0,0,pink
45920,33.99958,-117.41601,0.051529,0.082,140.0,0.25,0.3,3.0,10.3375,23.6,22.0,0.495238,0.8,0.0,0,pink
45922,33.99958,-117.41601,0.051529,0.082,140.0,0.25,0.3,3.0,8.479167,22.7,21.0,0.495238,0.8,0.0,0,pink
45928,33.99958,-117.41601,0.051529,0.082,140.0,0.216667,0.3,3.0,10.3375,23.6,22.0,0.495238,0.8,0.0,0,pink
45930,33.99958,-117.41601,0.051529,0.082,140.0,0.216667,0.3,3.0,8.479167,22.7,21.0,0.495238,0.8,0.0,0,pink
45936,33.99958,-117.41601,0.043235,0.066,87.0,0.254167,0.3,3.0,7.604167,12.7,11.0,0.408333,0.5,0.0,0,pink
45938,33.99958,-117.41601,0.043235,0.066,87.0,0.254167,0.3,3.0,6.129167,11.7,10.0,0.408333,0.5,0.0,0,pink
45944,33.99958,-117.41601,0.043235,0.066,87.0,0.186957,0.2,2.0,7.604167,12.7,11.0,0.408333,0.5,0.0,0,pink
45946,33.99958,-117.41601,0.043235,0.066,87.0,0.186957,0.2,2.0,6.129167,11.7,10.0,0.408333,0.5,0.0,0,pink
45952,33.99958,-117.41601,0.039765,0.059,64.0,0.2,0.2,2.0,8.145833,17.7,16.0,0.408333,0.5,0.0,0,pink
45954,33.99958,-117.41601,0.039765,0.059,64.0,0.2,0.2,2.0,6.6375,15.9,14.0,0.408333,0.5,0.0,0,pink
45960,33.99958,-117.41601,0.036118,0.042,39.0,0.2,0.2,2.0,4.591667,10.8,9.0,0.358333,0.4,0.0,3,dark purple
45962,33.99958,-117.41601,0.036118,0.042,39.0,0.2,0.2,2.0,3.691667,9.7,8.0,0.358333,0.4,0.0,3,dark purple
45968,33.99958,-117.41601,0.037235,0.049,45.0,0.116667,0.2,2.0,2.804167,5.6,5.0,0.379167,0.5,0.0,3,dark purple
45970,33.99958,-117.41601,0.037235,0.049,45.0,0.116667,0.2,2.0,2.120833,5.0,5.0,0.379167,0.5,0.0,3,dark purple
45976,33.99958,-117.41601,0.039235,0.055,51.0,0.2,0.2,2.0,4.241667,7.8,7.0,0.4125,0.6,0.0,3,dark purple
45978,33.99958,-117.41601,0.039235,0.055,51.0,0.2,0.2,2.0,3.520833,6.9,6.0,0.4125,0.6,0.0,3,dark purple
45984,33.99958,-117.41601,0.040882,0.064,80.0,0.2,0.2,2.0,7.829167,19.7,18.0,0.504167,0.6,0.0,0,pink
45986,33.99958,-117.41601,0.040882,0.064,80.0,0.2,0.2,2.0,6.791667,18.0,17.0,0.504167,0.6,0.0,0,pink
45992,33.99958,-117.41601,0.049118,0.075,115.0,0.3,0.4,5.0,14.795833,32.4,30.0,0.541667,0.7,0.0,0,pink
45994,33.99958,-117.41601,0.049118,0.075,115.0,0.3,0.4,5.0,13.270833,31.2,29.0,0.541667,0.7,0.0,0,pink
46004,33.99958,-117.41601,0.049706,0.075,115.0,0.220833,0.3,3.0,8.179167,13.5,12.0,0.466667,0.6,0.0,0,pink
46006,33.99958,-117.41601,0.049706,0.075,115.0,0.220833,0.3,3.0,6.879167,12.5,11.0,0.466667,0.6,0.0,0,pink
46012,33.99958,-117.41601,0.049706,0.075,115.0,0.191304,0.2,2.0,8.179167,13.5,12.0,0.466667,0.6,0.0,0,pink
46014,33.99958,-117.41601,0.049706,0.075,115.0,0.191304,0.2,2.0,6.879167,12.5,11.0,0.466667,0.6,0.0,0,pink
46020,33.99958,-117.41601,0.052059,0.071,101.0,0.2,0.2,2.0,6.826087,12.0,11.0,0.420833,0.5,0.0,0,pink
46022,33.99958,-117.41601,0.052059,0.071,101.0,0.2,0.2,2.0,5.221739,11.1,10.0,0.420833,0.5,0.0,0,pink
46028,33.99958,-117.41601,0.052059,0.071,101.0,0.170833,0.2,2.0,6.826087,12.0,11.0,0.420833,0.5,0.0,0,pink
46030,33.99958,-117.41601,0.052059,0.071,101.0,0.170833,0.2,2.0,5.221739,11.1,10.0,0.420833,0.5,0.0,0,pink
46036,33.99958,-117.41601,0.041471,0.06,67.0,0.2,0.2,2.0,4.5,5.6,5.0,0.408333,0.5,0.0,3,dark purple
46038,33.99958,-117.41601,0.041471,0.06,67.0,0.2,0.2,2.0,3.1375,4.5,4.0,0.408333,0.5,0.0,3,dark purple
46044,33.99958,-117.41601,0.041471,0.06,67.0,0.129167,0.2,2.0,4.5,5.6,5.0,0.408333,0.5,0.0,3,dark purple
46046,33.99958,-117.41601,0.041471,0.06,67.0,0.129167,0.2,2.0,3.1375,4.5,4.0,0.408333,0.5,0.0,3,dark purple
46052,33.99958,-117.41601,0.040588,0.059,64.0,0.179167,0.2,2.0,3.979167,6.7,6.0,0.45,0.6,0.0,3,dark purple
46054,33.99958,-117.41601,0.040588,0.059,64.0,0.179167,0.2,2.0,2.733333,5.9,5.0,0.45,0.6,0.0,3,dark purple
46060,33.99958,-117.41601,0.040588,0.059,64.0,0.1,0.1,1.0,3.979167,6.7,6.0,0.45,0.6,0.0,3,dark purple
46062,33.99958,-117.41601,0.040588,0.059,64.0,0.1,0.1,1.0,2.733333,5.9,5.0,0.45,0.6,0.0,3,dark purple
46068,33.99958,-117.41601,0.043471,0.064,80.0,0.2,0.2,2.0,7.133333,19.8,18.0,0.479167,0.6,0.0,0,pink
46070,33.99958,-117.41601,0.043471,0.064,80.0,0.2,0.2,2.0,5.9875,18.7,17.0,0.479167,0.6,0.0,0,pink
46076,33.99958,-117.41601,0.043471,0.064,80.0,0.145833,0.2,2.0,7.133333,19.8,18.0,0.479167,0.6,0.0,0,pink
46078,33.99958,-117.41601,0.043471,0.064,80.0,0.145833,0.2,2.0,5.9875,18.7,17.0,0.479167,0.6,0.0,0,pink
